id,book_id,member_id,copy_code,loan_date,date_returned,status
,5193,2939,a16.016,2/16/2017,2/23/2017,1
,6676,2939,J16.399,10/14/2016,10/28/2016,1
,6676,2939,J16.411,11/4/2016,11/17/2016,1
,9351,2939,J16.139,12/22/2016,1/5/2017,1
,11988,2939,1AB1763,4/13/2017,5/2/2017,1
,11988,2939,1AB1763,5/12/2017,5/19/2017,1
,12207,2939,091JAN17AM,4/20/2017,5/5/2017,1
,12419,2939,D15.335,3/3/2017,3/10/2017,1
,12452,2939,OKT000709,9/16/2016,10/3/2016,1
,13781,2939,OKT000578,1/12/2017,1/26/2017,1
,14097,2939,11448,9/16/2016,10/3/2016,1
,14889,2939,OKT002133,12/22/2016,1/5/2017,1
,17848,2939,1AB1574,11/4/2016,11/11/2016,1
,25613,2939,1AB1793,9/7/2016,9/14/2016,1
,25613,2939,1AB1793,9/26/2016,10/13/2016,1
,25613,2939,1AB1505,10/14/2016,10/28/2016,1
,25618,2939,OKT003906,12/22/2016,1/5/2017,1
,25981,2939,OKT000356,2/14/2017,2/21/2017,1
,2036,2940,N15.811,3/23/2016,3/30/2016,1
,2744,2940,2369,2/12/2016,2/19/2016,1
,3023,2940,2914,1/25/2018,2/1/2018,1
,4076,2940,F16.490,12/12/2017,12/19/2017,1
,4605,2940,N15.791,2/25/2016,3/3/2016,1
,6095,2940,222JAN17AH,11/14/2017,11/27/2017,1
,6293,2940,D15.426,3/16/2016,3/23/2016,1
,7025,2940,OKT001368,10/4/2017,10/23/2017,1
,7066,2940,D15.128,10/4/2017,10/23/2017,1
,12339,2940,JUN.190,1/25/2018,2/1/2018,1
,13544,2940,M16.671,11/14/2017,11/27/2017,1
,14285,2940,Z004798,9/29/2016,10/13/2016,1
,14729,2940,2960,1/25/2018,2/1/2018,1
,17049,2940,D15.017,12/12/2017,12/19/2017,1
,17055,2940,OKT002210,2/25/2016,3/3/2016,1
,17934,2940,MEI4701,9/29/2016,10/6/2016,1
,19911,2940,F16.189,9/29/2016,10/6/2016,1
,19980,2940,M16.002,12/12/2017,12/19/2017,1
,20464,2940,SEP22754,11/17/2016,12/1/2016,1
,22395,2940,2269,2/12/2016,2/19/2016,1
,24760,2940,OKT002013,11/17/2016,12/1/2016,1
,24930,2940,B023990  ,11/17/2016,12/1/2016,1
,25433,2940,A2677,11/14/2017,11/27/2017,1
,26606,2940,OKT004873,2/12/2016,2/19/2016,1
,29514,2940,OKT001521,2/25/2016,3/3/2016,1
,18,2941,J16.974,11/30/2018,12/7/2018,1
,2375,2941,OKT000290,10/30/2017,11/6/2017,1
,2376,2941,A0093,9/26/2017,10/3/2017,1
,2376,2941,A2547,11/13/2017,11/27/2017,1
,3763,2941,A3119,10/4/2018,10/11/2018,1
,4571,2941,A16.262,10/30/2017,11/6/2017,1
,4571,2941,A16.294,12/29/2017,1/5/2018,1
,4571,2941,A16.296,10/9/2018,10/16/2018,1
,4571,2941,A16.296,12/7/2018,12/14/2018,1
,5359,2941,MEI4045,2/15/2019,2/22/2019,1
,5359,2941,383AGU17AS,10/9/2018,10/16/2018,1
,5359,2941,383AGU17AS,2/15/2019,2/22/2019,1
,10404,2941,D15.82,10/9/2018,10/16/2018,1
,10404,2941,D15.82,11/30/2018,12/7/2018,1
,10405,2941,OKT004387,10/4/2018,10/11/2018,1
,14418,2941,A4545,2/15/2019,2/22/2019,1
,17806,2941,432PEB17AS,10/4/2018,10/11/2018,1
,19937,2941,189APR17AM,5/16/2019,5/31/2019,1
,6676,2942,J16.399,6/2/2016,6/9/2016,1
,17752,2942,J16.622,2/25/2016,3/10/2016,1
,17752,2942,J16.607,3/10/2016,3/24/2016,1
,17752,2942,J16.622,3/24/2016,4/7/2016,1
,17752,2942,d15.031,4/8/2016,4/15/2016,1
,17752,2942,J16.112,4/14/2016,4/21/2016,1
,17752,2942,D15.031,4/21/2016,4/28/2016,1
,17752,2942,OKT003608,5/4/2016,5/16/2016,1
,17752,2942,J16.622,5/17/2016,6/1/2016,1
,17752,2942,D15.031,6/2/2016,6/9/2016,1
,24758,2942,ABC11634,4/8/2016,4/15/2016,1
,8908,2943,109JAN19AS,11/12/2019,11/19/2019,1
,9739,2943,091MEI17AM,10/4/2019,10/11/2019,1
,17524,2943,MEI4966,10/4/2019,10/11/2019,1
,19680,2943,mei.719,8/29/2019,9/11/2019,1
,22,2944,F16.154,10/4/2016,10/11/2016,1
,3908,2944,MEI.713,10/3/2018,10/10/2018,1
,4215,2944,OKT003412,10/11/2017,10/18/2017,1
,4785,2944,Z003233,9/21/2016,9/28/2016,1
,5254,2944,256AGU17AH,9/26/2018,10/4/2018,1
,5254,2944,256AGU17AH,10/3/2018,10/10/2018,1
,6095,2944,MEI2896,10/4/2017,10/11/2017,1
,6274,2944,488NOVAH,12/10/2018,12/24/2018,1
,6676,2944,F16.715,9/21/2016,9/28/2016,1
,7362,2944,n15.356,10/11/2017,10/25/2017,1
,7396,2944,UP72,9/20/2016,9/27/2016,1
,7396,2944,UP72,10/4/2016,10/11/2016,1
,7634,2944,OKT000247,2/18/2016,2/25/2016,1
,10552,2944,OKT003394,12/10/2018,12/24/2018,1
,11000,2944,137mar17am,9/26/2018,10/3/2018,1
,11000,2944,137mar17am,10/3/2018,10/10/2018,1
,11000,2944,M16.499,12/10/2018,12/24/2018,1
,12420,2944,129JUL17AS,12/10/2018,12/24/2018,1
,13479,2944,OKT003299,2/18/2016,2/25/2016,1
,19663,2944,1AB1537,10/11/2017,10/18/2017,1
,12775,2945,okt002323,3/10/2016,3/17/2016,1
,4420,2946,JU.576,9/19/2017,9/26/2017,1
,4462,2946,OKT004730,9/5/2017,9/12/2017,1
,5017,2946,D15.50,9/19/2017,9/26/2017,1
,7016,2946,027JAN17AM,9/5/2017,9/12/2017,1
,7805,2946,OKT000148,9/12/2017,9/19/2017,1
,18146,2946,N15.257,9/12/2017,9/19/2017,1
,27138,2946,MRT2210,9/12/2017,9/19/2017,1
,4756,2947,MRT1977,5/13/2016,5/20/2016,1
,4756,2947,N15.060,5/13/2016,5/20/2016,1
,10171,2947,OKT001130,9/22/2016,9/29/2016,1
,15010,2947,MRT0221,9/22/2016,9/29/2016,1
,19937,2947,MRT0264,9/22/2016,9/29/2016,1
,13259,2948,Z004246,11/7/2017,11/14/2017,1
,13266,2948,F16.295,11/7/2017,11/14/2017,1
,19950,2948,595MAR17AM,11/7/2017,11/14/2017,1
,5947,2949,m16.716,3/20/2017,3/27/2017,1
,12896,2949,f16.114,3/20/2017,3/27/2017,1
,14412,2949,mei2698,3/20/2017,3/27/2017,1
,41,2950,047OKT17AH,6/27/2019,7/4/2019,1
,5103,2950,399HD19,9/3/2019,9/17/2019,1
,6340,2950,53HD19,9/3/2019,9/17/2019,1
,7025,2950,477hd19,8/23/2019,9/10/2019,1
,7025,2950,477HD19,9/12/2019,9/19/2019,1
,9097,2950,014mar17as,8/23/2019,9/10/2019,1
,9098,2950,287HDM19,9/12/2019,9/19/2019,1
,12386,2950,038mar17ah,8/23/2019,9/10/2019,1
,12686,2950,36nov17sl,8/23/2019,9/10/2019,1
,12686,2950,36NOV17SL,9/12/2019,9/19/2019,1
,18789,2950,B020452,6/27/2019,7/4/2019,1
,3690,2951,OKT001359,11/14/2016,11/21/2016,1
,8051,2951,OKT004940,10/19/2016,10/26/2016,1
,9292,2951,MRT0077,10/19/2016,11/2/2016,1
,10373,2951,ABC11052,10/19/2016,10/26/2016,1
,10373,2951,ABC11056,1/18/2017,1/25/2017,1
,12394,2951,MEI3427,11/14/2016,11/21/2016,1
,14762,2951,CBA6649,12/13/2016,12/20/2016,1
,16568,2951,MRT0700,12/13/2016,12/20/2016,1
,17180,2951,3060,1/18/2017,1/25/2017,1
,24006,2951,OKT004577,1/18/2017,1/30/2017,1
,25981,2951,Z002914,1/18/2017,1/25/2017,1
,28611,2951,CBA6396,12/13/2016,12/20/2016,1
,36,2952,Z001966,11/2/2017,11/9/2017,1
,1851,2952,061MAR17AM,5/11/2019,5/20/2019,1
,2432,2952,M16.117,10/23/2017,10/30/2017,1
,2432,2952,MEI.683,11/20/2017,12/5/2017,1
,2432,2952,M16.117,12/13/2018,12/20/2018,1
,3763,2952,OKT003604,10/23/2017,10/30/2017,1
,4004,2952,B022864,12/12/2017,12/19/2017,1
,8265,2952,348NOV17AH,10/22/2018,10/29/2018,1
,8842,2952,F16.113,10/23/2017,10/30/2017,1
,8842,2952,F16.031,10/31/2017,11/14/2017,1
,8842,2952,F16.113,11/20/2017,12/5/2017,1
,8842,2952,F16.113,12/12/2017,12/19/2017,1
,8842,2952,N15.781,12/22/2017,12/29/2017,1
,8842,2952,D15.208,1/2/2018,1/9/2018,1
,11402,2952,178FEB17AH,10/25/2017,11/1/2017,1
,11402,2952,178FEB17AH,10/31/2017,11/7/2017,1
,16781,2952,114MAR17AS,12/13/2018,12/20/2018,1
,20391,2952,JU.781,11/16/2017,11/23/2017,1
,20391,2952,237MAR17AH,12/4/2017,12/11/2017,1
,20391,2952,237MAR17AH,12/11/2017,12/18/2017,1
,27767,2952,OKT003794,5/21/2018,5/28/2018,1
,2115,2953,A3102,2/19/2019,2/26/2019,1
,4571,2953,A16.262,11/21/2018,11/28/2018,1
,11897,2953,070MEI17AM,2/19/2019,2/26/2019,1
,14787,2953,MEI2553,2/19/2019,3/5/2019,1
,14787,2953,MEI2553,3/22/2019,3/29/2019,1
,15097,2953,MRT1033,3/5/2019,3/12/2019,1
,15097,2953,MRT1163,4/2/2019,4/9/2019,1
,15111,2953,BRC0041,2/26/2019,3/5/2019,1
,15163,2953,JU.374,1/29/2019,2/6/2019,1
,15163,2953,446NOVAH,3/5/2019,3/12/2019,1
,15163,2953,446NOVAH,3/22/2019,3/29/2019,1
,15163,2953,JU.374,4/2/2019,4/9/2019,1
,18930,2953,M16.498,3/22/2019,3/29/2019,1
,19184,2953,MEI4179,11/21/2018,11/28/2018,1
,20904,2953,S021875,2/26/2019,3/5/2019,1
,27790,2953,OKT004316,11/21/2018,11/28/2018,1
,27994,2953,D15.957,4/2/2019,4/9/2019,1
,4418,2954,M16.572,10/10/2017,10/17/2017,1
,4762,2954,008MAR17AS,9/27/2017,10/10/2017,1
,4871,2954,S020268,6/15/2017,6/22/2017,1
,4871,2954,S020285,7/25/2017,8/1/2017,1
,6956,2954,OKT002204,10/10/2017,10/17/2017,1
,6957,2954,MRT0461,6/9/2017,6/16/2017,1
,9087,2954,MEI3367,7/25/2017,8/1/2017,1
,12893,2954,BRC0027,6/9/2017,6/16/2017,1
,13306,2954,213PEB17AM,9/27/2017,10/10/2017,1
,13307,2954,OKT001783,6/9/2017,6/16/2017,1
,17812,2954,10684,9/27/2017,10/10/2017,1
,24828,2954,Z004425,9/27/2017,10/10/2017,1
,2489,2955,10661,4/12/2017,4/27/2017,1
,7002,2955,OKT000270,3/29/2017,4/11/2017,1
,7103,2955,OKT000620,4/12/2017,4/27/2017,1
,7469,2955,OKT002099,3/29/2017,4/11/2017,1
,9645,2955,M16.531,4/27/2017,5/12/2017,1
,11734,2955,OKT004460,4/27/2017,5/12/2017,1
,11734,2955,D15.030,3/29/2017,4/11/2017,1
,13356,2955,F16.057,4/27/2017,5/12/2017,1
,13944,2955,2876,4/12/2017,4/27/2017,1
,17681,2955,CBA5307,3/29/2017,4/11/2017,1
,7337,2956,OKT003449,9/26/2018,10/10/2018,1
,9091,2956,A16.328,9/26/2018,10/3/2018,1
,11416,2956,OKT001383,10/18/2018,10/25/2018,1
,2630,2957,A4481,5/31/2017,6/7/2017,1
,15406,2957,N15.793,5/31/2017,6/7/2017,1
,6828,2958,139mar17am,10/18/2018,10/25/2018,1
,6828,2958,N15.465,12/17/2018,12/24/2018,0
,2509,2959,MEI3062,10/3/2017,10/10/2017,1
,3502,2959,M16.891,2/20/2019,3/6/2019,1
,3502,2959,491MAR17AM,4/10/2019,4/18/2019,1
,5019,2959,M16.819,2/12/2019,2/19/2019,1
,5758,2959,OKT001194,4/27/2017,5/4/2017,1
,9872,2959,OKT003117,2/12/2019,2/19/2019,1
,11179,2959,A4527,10/3/2017,10/10/2017,1
,11181,2959,A2075,9/5/2017,9/12/2017,1
,13438,2959,OKT003883,10/3/2017,10/10/2017,1
,13651,2959,MEI3063,4/27/2017,5/4/2017,1
,14746,2959,J16.911,9/5/2017,9/12/2017,1
,15710,2959,A1144,5/31/2017,6/7/2017,1
,16540,2959,3447,2/12/2019,2/19/2019,1
,16674,2959,Z001953,4/27/2017,5/12/2017,1
,17161,2959,Z002644,4/10/2019,4/18/2019,1
,19265,2959,CBA4205,2/20/2019,3/6/2019,1
,28072,2959,1AB1788,2/20/2019,2/27/2019,1
,28686,2959,OKT004954,4/10/2019,4/18/2019,1
,2732,2960,OKT002760,8/21/2017,8/28/2017,1
,4996,2960,M16.781,8/21/2017,8/28/2017,1
,5515,2960,B020263  ,2/23/2016,3/1/2016,1
,8852,2960,F16.440,8/23/2017,9/5/2017,1
,20391,2960,OKT003961,9/11/2017,9/18/2017,1
,415,2961,3175,3/3/2016,3/10/2016,1
,7213,2961,MEI3639,3/3/2016,3/10/2016,1
,31,2962,MRT1026,10/23/2017,10/30/2017,1
,3502,2962,B021911,9/2/2019,9/16/2019,1
,3510,2962,D15.056,9/3/2018,9/10/2018,1
,6802,2962,MRT0581,10/23/2017,10/30/2017,1
,10884,2962,B020641,10/13/2017,10/20/2017,1
,12174,2962,mrt0645,11/20/2019,11/27/2019,0
,12499,2962,147SEP17AH,9/2/2019,9/16/2019,1
,13170,2962,MRT0580,12/13/2017,12/20/2017,1
,13523,2962,1AB0911,10/23/2017,10/30/2017,1
,16061,2962,OKT002910,9/3/2018,9/10/2018,1
,17617,2962,A4542,10/10/2017,10/17/2017,1
,18028,2962,okt002896,11/20/2019,11/27/2019,0
,20116,2962,A0250,10/10/2017,10/17/2017,1
,2036,2963,117JAN17AM,11/21/2017,12/11/2017,1
,2036,2963,J16.846,11/21/2017,12/11/2017,1
,3022,2963,mrt1039,4/3/2017,4/10/2017,1
,4276,2963,A16.036,3/13/2017,3/20/2017,1
,7339,2963,BRC1135,2/28/2017,3/7/2017,1
,7712,2963,F16.531,3/6/2017,3/13/2017,1
,8932,2963,MEI.958,3/20/2017,3/27/2017,1
,9924,2963,MEI.825,2/28/2017,3/7/2017,1
,10982,2963,M16.582,3/6/2017,3/13/2017,1
,14535,2963,1AB1411,2/28/2017,3/7/2017,1
,17741,2963,OKT000401,3/6/2017,3/13/2017,1
,19874,2963,OKT000661,3/13/2017,3/20/2017,1
,19925,2963,m16.371,4/3/2017,4/10/2017,1
,19980,2963,M16.002,4/10/2017,4/17/2017,1
,26912,2963,M16.584,4/10/2017,4/17/2017,1
,5693,2964,187JAN17AS,9/3/2019,9/10/2019,1
,22,2965,OKT004995,11/12/2018,11/28/2018,1
,22,2965,122APR17AM,11/12/2018,11/28/2018,1
,22,2965,J16.573,11/12/2018,11/28/2018,1
,286,2965,Z001155,5/17/2017,5/24/2017,1
,2331,2965,OKT002744,11/25/2016,12/2/2016,1
,2336,2965,OKT002029,3/15/2017,3/22/2017,1
,2373,2965,N15.290,10/17/2017,10/31/2017,1
,2381,2965,MRT0171,5/23/2017,5/30/2017,1
,3573,2965,MRT0379,9/5/2017,9/12/2017,1
,3690,2965,mei.989,4/15/2019,4/29/2019,1
,3745,2965,181JAN17AS,10/10/2018,10/23/2018,1
,4629,2965,MRT0333,11/25/2016,12/13/2016,1
,5197,2965,j16.464,4/15/2019,4/29/2019,1
,5693,2965,OKT004726,9/27/2016,10/10/2016,1
,5693,2965,OKT004523,10/10/2016,10/17/2016,1
,5693,2965,MEI3288,10/18/2016,11/1/2016,1
,5693,2965,MEI3288,11/25/2016,12/2/2016,1
,5693,2965,OKT004743,12/13/2016,12/20/2016,1
,6095,2965,1AB1515,2/4/2019,2/11/2019,1
,6095,2965,MEI2896,2/4/2019,2/11/2019,1
,6297,2965,D15.319,11/29/2018,12/6/2018,1
,6676,2965,J16.425,5/10/2019,5/24/2019,1
,6676,2965,M16.714,5/10/2019,5/24/2019,1
,6677,2965,JU.422,5/10/2019,5/24/2019,1
,7710,2965,F16.359,11/29/2018,12/6/2018,1
,8042,2965,1AB0525,4/29/2019,5/13/2019,1
,8051,2965,MEI2472,4/29/2019,5/13/2019,1
,8218,2965,D15.229,12/27/2016,1/3/2017,1
,8218,2965,JRNM03,12/27/2016,1/3/2017,1
,9352,2965,042JAN17AM,5/5/2017,5/12/2017,1
,10508,2965,070AGU17AS,9/13/2018,9/27/2018,1
,12392,2965,OKT001967,5/5/2017,5/24/2017,1
,12392,2965,OKT001967,10/26/2017,11/2/2017,1
,15237,2965,N15.938,12/13/2016,12/20/2016,1
,15288,2965,N15.198,9/13/2017,9/27/2017,1
,15288,2965,N15.198,10/26/2017,11/2/2017,1
,15367,2965,NO16831,9/13/2017,9/20/2017,1
,15413,2965,025JAN17AS,4/29/2019,5/13/2019,1
,15462,2965,OKT000509,10/11/2016,10/25/2016,1
,16733,2965,JUN.059,9/5/2017,9/18/2017,1
,17779,2965,283APR17AM,9/18/2018,9/25/2018,1
,18424,2965,B022715  ,9/27/2016,10/10/2016,1
,18424,2965,B022715  ,10/11/2016,10/25/2016,1
,18424,2965,B022755  ,3/15/2017,3/22/2017,1
,20461,2965,MRT0570,3/15/2017,3/22/2017,1
,20908,2965,J16.592,5/17/2017,5/30/2017,1
,20908,2965,J16.213,9/5/2017,9/12/2017,1
,25916,2965,OKT001221,5/23/2017,5/30/2017,1
,57,2966,JU.392,9/12/2017,9/27/2017,1
,3779,2966,N15.508,9/4/2017,9/11/2017,1
,4871,2966,OKT003476,9/12/2017,9/27/2017,1
,9135,2966,486PEB17AS,9/12/2017,9/27/2017,1
,11429,2966,MEI.675,9/4/2017,9/11/2017,1
,11429,2966,MEI5181,9/4/2017,9/11/2017,1
,538,2967,Z004245,2/27/2019,3/6/2019,1
,11096,2967,MEI4996,2/27/2019,3/13/2019,1
,14307,2967,Z001920,3/13/2019,3/27/2019,1
,14315,2967,170NOVAS,2/27/2019,3/6/2019,1
,15568,2967,385NOVAH,3/13/2019,3/27/2019,1
,15571,2967,MEI.766,2/20/2019,3/6/2019,1
,4431,2968,078FEB17AH,9/3/2019,9/17/2019,1
,5197,2969,335HD19,8/27/2019,9/3/2019,1
,5197,2969,151HDF19,9/24/2019,10/1/2019,1
,6912,2969,J16.298,4/24/2019,5/2/2019,1
,6912,2969,MEI.334,5/15/2019,5/22/2019,1
,11050,2969,JU.066,8/30/2019,9/6/2019,1
,15288,2969,480MAR17AH,3/8/2019,3/15/2019,1
,15288,2969,Z002820,2/15/2019,3/1/2019,1
,19723,2969,186JAN17AS,10/29/2019,11/5/2019,1
,20475,2969,N15.541,2/15/2019,3/1/2019,1
,10142,2970,320PEB17AS,10/12/2017,10/19/2017,1
,20544,2970,11217,10/27/2017,11/3/2017,1
,21082,2970,OKT002758,10/12/2017,10/19/2017,1
,3573,2971,181jan17AM,9/24/2019,10/1/2019,1
,3573,2971,305agu17as,11/4/2019,11/11/2019,1
,3573,2971,D15.55,9/24/2019,10/1/2019,1
,5197,2971,mei5149,11/4/2019,11/11/2019,1
,5197,2971,OKT000271,9/24/2019,10/1/2019,1
,2373,2972,MRT0016,5/29/2017,6/5/2017,1
,2373,2972,MRT1050,5/29/2017,6/5/2017,1
,26007,2972,Z002698,5/29/2017,6/5/2017,1
,36,2973,NOV00048,5/24/2016,5/31/2016,1
,2495,2973,OKT004437,4/27/2016,5/4/2016,1
,2495,2973,MRT1745,5/11/2016,5/25/2016,1
,2495,2973,OKT000036,5/24/2016,5/31/2016,1
,2732,2973,MRT0640,8/30/2016,9/6/2016,1
,8842,2973,J16.581,8/30/2016,9/6/2016,1
,19281,2974,A4636,11/9/2016,11/16/2016,1
,7973,2975,1AB2033,8/20/2018,9/3/2018,1
,24488,2975,CBA4091,8/20/2018,9/3/2018,1
,26,2976,MRT0114,3/26/2019,4/2/2019,1
,26,2976,057JUN17AH,4/10/2019,4/18/2019,1
,26,2976,MRT0114,4/23/2019,4/30/2019,1
,45,2976,D15.342,2/7/2019,2/14/2019,1
,45,2976,JU.942,2/19/2019,2/26/2019,1
,45,2976,JU.942,2/26/2019,3/5/2019,1
,45,2976,1AB3142,9/17/2019,9/24/2019,1
,2373,2976,J16.508,11/12/2019,11/19/2019,1
,2373,2976,okt003932,10/29/2019,11/5/2019,1
,2373,2976,OKT001190,11/6/2019,11/13/2019,1
,2381,2976,039APR17AM,9/6/2019,9/20/2019,1
,2381,2976,039APR17AM,9/20/2019,9/27/2019,1
,2381,2976,MRT0171,11/15/2019,11/22/2019,1
,2381,2976,mrt0171,11/22/2019,11/29/2019,0
,2643,2976,J16.805,8/20/2019,8/27/2019,1
,3540,2976,MRT1022,2/19/2019,2/26/2019,1
,4023,2976,236OKT17AH,9/9/2019,9/16/2019,1
,4470,2976,1AB0303,10/28/2019,11/4/2019,1
,8218,2976,D15.229,10/25/2018,11/1/2018,1
,9352,2976,NO16700,2/26/2019,3/5/2019,1
,9352,2976,MRT1729,10/21/2019,11/4/2019,1
,9352,2976,MRT1729,11/8/2019,11/15/2019,1
,12249,2976,N15.850,9/9/2019,9/16/2019,1
,12881,2976,M16.935,4/9/2019,4/16/2019,1
,15461,2976,OKT003138,10/12/2018,10/19/2018,1
,15462,2976,MEI.299,11/19/2018,12/3/2018,1
,16684,2976,MEI3944,10/24/2018,10/31/2018,1
,16733,2976,Z004020,11/14/2019,11/21/2019,1
,16840,2976,456MAR17AM,11/19/2018,12/3/2018,1
,17150,2976,B022759,10/25/2018,11/1/2018,1
,20454,2976,OKT002056,2/7/2019,2/14/2019,1
,25916,2976,OKT001263,8/30/2019,9/6/2019,1
,25937,2976,OKT001716,3/18/2019,3/25/2019,1
,3722,2977,D15.675,2/8/2019,2/15/2019,1
,3723,2977,291NOV17AH,3/20/2019,3/27/2019,1
,4105,2977,N15.193,2/28/2019,3/8/2019,1
,8593,2977,10777,2/28/2019,3/8/2019,1
,11268,2977,OKT003241,2/8/2019,2/15/2019,1
,11422,2977,BRC0221,2/8/2019,2/15/2019,1
,24828,2977,140APR17AM,3/20/2019,3/27/2019,1
,26350,2977,OKT004984,2/28/2019,3/8/2019,1
,3740,2978,MRT2261,2/3/2017,2/17/2017,1
,7007,2978,MEI3349,3/13/2017,3/27/2017,1
,7314,2978,OKT001713,3/13/2017,3/27/2017,1
,7989,2978,OKT000641,2/24/2017,3/10/2017,1
,7989,2978,F16.639,3/13/2017,3/27/2017,1
,7996,2978,Z006487,2/24/2017,3/10/2017,1
,9234,2978,OKT000453,2/3/2017,2/17/2017,1
,11268,2978,D15.177,2/3/2017,2/17/2017,1
,11612,2978,OKT001449,3/13/2017,3/27/2017,1
,12241,2978,OKT000684,2/24/2017,3/10/2017,1
,12241,2978,OKT002534,3/13/2017,3/27/2017,1
,18,2979,M16.750,2/27/2017,3/16/2017,1
,18,2979,M16.750,3/16/2017,3/29/2017,1
,18,2979,M16.750,3/30/2017,4/6/2017,1
,2338,2979,S020254  ,8/24/2016,8/31/2016,1
,3722,2979,D15.675,10/25/2016,11/8/2016,1
,4568,2979,A16.650,2/27/2017,3/16/2017,1
,4568,2979,A16.650,3/16/2017,3/29/2017,1
,4568,2979,A16.650,3/30/2017,4/6/2017,1
,5249,2979,OKT001921,10/26/2016,11/8/2016,1
,11808,2979,OKT003671,9/19/2017,9/26/2017,1
,16959,2979,MEI3017,1/31/2017,2/7/2017,1
,4838,2980,N15.882,5/10/2016,5/24/2016,1
,5813,2980,2021,5/10/2016,5/24/2016,1
,5813,2980,OKT002176,5/10/2016,5/24/2016,1
,11461,2981,A1170,9/26/2016,10/10/2016,1
,11463,2981,OKT001436,9/26/2016,10/3/2016,1
,13155,2981,A3933,10/3/2016,10/17/2016,1
,25,2982,J16.124,11/6/2019,11/13/2019,1
,12536,2982,169PBA19H,11/6/2019,11/13/2019,1
,863,2983,2747,9/21/2016,9/28/2016,1
,2432,2983,OKT001188,2/16/2016,2/23/2016,1
,2732,2983,215MAR17AH,5/30/2018,6/6/2018,1
,2754,2983,S020405  ,2/16/2016,2/23/2016,1
,3658,2983,J16.936,4/26/2016,5/3/2016,1
,3763,2983,OKT003964,4/26/2016,5/3/2016,1
,3763,2983,OKT004450,5/17/2016,5/24/2016,1
,3763,2983,OKT003964,5/24/2016,5/31/2016,1
,4004,2983,Z001275,4/19/2016,4/26/2016,1
,4004,2983,Z001275,5/27/2016,6/3/2016,1
,4004,2983,OKT000720,4/29/2016,5/6/2016,1
,4444,2983,116MEI17AM,5/30/2018,6/6/2018,1
,7677,2983,M16.445,5/30/2018,6/6/2018,1
,8913,2983,OKT000406,3/16/2016,3/23/2016,1
,17804,2983,F16.984,5/17/2016,5/24/2016,1
,18419,2983,OKT001124,4/29/2016,5/6/2016,1
,48,2984,A3264,3/8/2017,3/15/2017,1
,3023,2984,d15.367,2/4/2016,2/19/2016,1
,3023,2984,MRT0143,2/22/2016,2/29/2016,1
,4513,2984,B020515  ,1/7/2016,1/14/2016,1
,7621,2984,OKT002421,3/16/2016,3/23/2016,1
,7712,2984,N15.807,3/20/2017,3/23/2017,1
,7712,2984,N15.807,3/20/2017,3/27/2017,1
,8535,2984,A16.535,3/20/2017,3/23/2017,1
,8535,2984,A16.535,3/20/2017,3/27/2017,1
,10171,2984,mei3115,2/4/2016,2/19/2016,1
,11111,2984,MRT1699,3/8/2017,3/22/2017,1
,14219,2984,OKT003123,3/16/2016,3/23/2016,1
,17312,2984,B020332  ,3/8/2017,3/22/2017,1
,19910,2984,Z001562,2/4/2016,2/19/2016,1
,25324,2984,OKT001473,3/16/2016,3/23/2016,1
,26256,2984,OKT000769,3/20/2017,3/23/2017,1
,26256,2984,OKT000769,3/20/2017,3/27/2017,1
,29400,2984,nov00005,1/7/2016,1/14/2016,1
,29401,2984,Z004824,1/7/2016,1/14/2016,1
,5309,2985,527mar17am,7/23/2019,8/12/2019,1
,8157,2985,223APR17AH,7/23/2019,8/12/2019,1
,5016,2986,D15.646,4/29/2016,5/6/2016,1
,6604,2986,D15.679,4/29/2016,5/6/2016,1
,17133,2986,NO16973,4/29/2016,5/6/2016,1
,3656,2987,OKT001480,1/26/2017,2/2/2017,1
,3740,2987,OKT004003,10/5/2016,10/12/2016,1
,4717,2987,MRT0012,10/5/2016,10/12/2016,1
,6943,2987,N15.218,1/18/2017,1/25/2017,1
,7433,2987,3374,1/27/2017,2/3/2017,1
,7583,2987,MRT0406,3/29/2016,4/12/2016,1
,11268,2987,OKT003241,1/26/2017,2/2/2017,1
,11728,2987,a1403,1/17/2017,1/24/2017,1
,11843,2987,MRT0207,3/29/2016,4/12/2016,1
,16959,2987,D15.752,1/26/2017,2/2/2017,1
,18027,2987,F16.846,5/30/2016,6/6/2016,1
,24828,2987,okt004265,1/17/2017,1/24/2017,1
,27110,2987,F16.542,10/5/2016,10/12/2016,1
,9104,2988,F16.818,12/7/2016,12/23/2016,1
,9104,2988,OKT004698,12/7/2016,12/23/2016,1
,533,2989,1AB1172,10/9/2017,10/23/2017,1
,5964,2989,MEI2954,10/9/2017,10/23/2017,1
,17477,2989,MRT1654,10/9/2017,10/23/2017,1
,17477,2989,MRT1654,10/26/2017,11/9/2017,1
,17776,2989,OKT002828,10/9/2017,10/23/2017,1
,17776,2989,OKT002828,10/26/2017,11/9/2017,1
,17844,2989,N15.357,10/9/2017,10/23/2017,1
,24337,2989,J16.319,10/26/2017,11/9/2017,1
,223,2990,2120,6/29/2016,7/6/2016,1
,9482,2990,F16.455,6/3/2016,6/10/2016,1
,18116,2990,MEI3515,6/3/2016,6/10/2016,1
,18116,2990,mei3542,6/29/2016,7/6/2016,1
,2373,2991,Z002780,8/30/2019,9/6/2019,1
