id,book_id,member_id,copy_code,loan_date,date_returned,status
,2495,1481,OKT000036,9/12/2017,9/19/2017,1
,7289,1481,JU.220,9/12/2017,9/19/2017,1
,7634,1481,OKT000247,4/12/2016,4/19/2016,1
,9400,1481,1AB1559,4/12/2016,4/19/2016,1
,11741,1481,OKT003186,10/31/2016,11/7/2016,1
,12245,1481,OKT002831,9/12/2017,9/19/2017,1
,16810,1481,J16.852,5/4/2016,5/11/2016,1
,18189,1481,1AB0844,4/12/2016,4/19/2016,1
,23992,1481,B020608  ,11/8/2016,11/15/2016,1
,23992,1481,B020608  ,11/18/2016,11/25/2016,1
,3727,1482,NOV00331,3/1/2016,3/8/2016,1
,6970,1482,OKT004786,3/1/2016,3/8/2016,1
,27108,1482,OKT001470,3/1/2016,3/8/2016,1
,42,1483,MRT0868,6/10/2016,6/23/2016,1
,3908,1483,N15.462,6/10/2016,6/23/2016,1
,4631,1483,OKT002522,4/1/2016,4/8/2016,1
,4717,1483,MRT0012,4/1/2016,4/15/2016,1
,6957,1483,mrt0461,2/26/2016,3/4/2016,1
,6959,1483,MEI2885,2/26/2016,3/4/2016,1
,7525,1483,D15.099,4/1/2016,4/15/2016,1
,11429,1483,NOV00336,4/1/2016,4/8/2016,1
,11728,1483,NO16734,2/9/2016,2/16/2016,1
,11732,1483,Z002551,2/9/2016,2/16/2016,1
,12239,1483,Z006483,2/9/2016,2/16/2016,1
,12646,1483,MEI4061,4/1/2016,4/15/2016,1
,17846,1483,B021226  ,6/10/2016,6/23/2016,1
,53,1484,N15.975,3/10/2017,3/17/2017,1
,6958,1484,F16.123,3/10/2017,3/17/2017,1
,6959,1484,OKT001927,3/21/2017,3/29/2017,1
,8593,1484,N15.011,3/10/2017,3/17/2017,1
,11548,1484,N15.007,3/10/2017,3/17/2017,1
,16959,1484,3247,3/10/2017,3/17/2017,1
,4426,1485,OKT002539,7/11/2017,7/18/2017,1
,6281,1485,OKT000756,7/11/2017,7/18/2017,1
,6281,1485,N15.593,7/11/2017,7/18/2017,1
,8633,1485,JU.203,7/11/2017,7/18/2017,1
,4539,1486,MRT0217,10/4/2017,10/18/2017,1
,6609,1486,JU.866,4/9/2019,4/16/2019,1
,6764,1486,F16.779,8/1/2018,8/8/2018,1
,7033,1486,B021797,10/4/2017,10/11/2017,1
,7033,1486,MRT0095,5/23/2017,5/30/2017,1
,11225,1486,85HDA19H,9/25/2019,10/9/2019,1
,11225,1486,022MEI17AH,10/9/2019,10/16/2019,1
,12895,1486,J16.812,9/19/2017,9/26/2017,1
,14309,1486,B021090,10/27/2017,11/3/2017,1
,14309,1486,B021084,4/9/2019,4/23/2019,1
,19925,1486,N15.127,9/19/2017,9/26/2017,1
,1851,1487,MEI4047,12/28/2016,1/4/2017,1
,1851,1487,MEI5140,2/7/2017,2/23/2017,1
,1851,1487,M16.806,3/20/2017,3/27/2017,1
,4541,1487,okt003439,2/16/2017,3/2/2017,1
,4541,1487,OKT003439,3/30/2017,4/12/2017,1
,4541,1487,OKT003439,8/10/2017,8/29/2017,1
,4541,1487,OKT003439,10/11/2017,10/18/2017,1
,5064,1487,d15.744,2/16/2017,3/2/2017,1
,5097,1487,035JAN17AM,4/25/2017,5/9/2017,1
,5097,1487,036JAN17AS,6/9/2017,6/16/2017,1
,5097,1487,038JAN17AM,8/10/2017,8/29/2017,1
,7640,1487,N15.624,6/2/2017,6/9/2017,1
,7640,1487,N15.624,6/9/2017,6/16/2017,1
,7640,1487,J16.968,8/10/2017,8/29/2017,1
,7679,1487,JU.434,9/13/2017,9/20/2017,1
,12122,1487,OKT004606,6/2/2017,6/9/2017,1
,12122,1487,201FEB17AH,8/10/2017,8/29/2017,1
,12635,1487,N15.346,3/20/2017,3/27/2017,1
,19978,1487,OKT000750,12/8/2017,12/15/2017,1
,20793,1487,MRT1840,6/2/2017,6/16/2017,1
,24002,1487,OKT004679,9/5/2017,9/20/2017,1
,29390,1487,Z001718,3/6/2017,3/13/2017,1
,2428,1488,1AB2816,11/27/2017,12/11/2017,1
,3540,1488,JU.052,11/27/2017,12/11/2017,1
,3540,1488,Z002818,1/10/2018,1/17/2018,1
,4035,1488,OKT003427,5/16/2016,5/23/2016,1
,5978,1488,N15.476,12/21/2017,1/4/2018,1
,6676,1488,J16.425,10/12/2016,10/26/2016,1
,6676,1488,OKT004167,11/23/2016,12/7/2016,1
,11666,1488,OKT001185,12/28/2017,1/4/2018,1
,11666,1488,MRT0054,11/27/2017,12/11/2017,1
,15288,1488,A16.978,5/12/2017,5/19/2017,1
,15352,1488,F16.329,12/21/2017,12/28/2017,1
,15592,1488,1AB0523,10/2/2017,10/9/2017,1
,18424,1488,B023403,10/10/2017,10/17/2017,1
,20454,1488,D15.386,12/21/2017,1/4/2018,1
,20908,1488,J16.213,1/10/2018,1/17/2018,1
,24760,1488,D15.383,10/26/2016,11/2/2016,1
,24926,1488,B023944  ,9/21/2016,10/5/2016,1
,25468,1488,B023453,10/10/2017,10/17/2017,1
,25916,1488,OKT001263,1/10/2018,1/17/2018,1
,29,1489,OKT001769,5/13/2016,5/20/2016,1
,29,1489,OKT001971,10/31/2016,11/7/2016,1
,29,1489,D15.415,9/29/2016,10/13/2016,1
,29,1489,D15.338,9/29/2016,10/6/2016,1
,153,1489,b021412  ,3/30/2016,4/6/2016,1
,153,1489,B021399  ,4/8/2016,4/15/2016,1
,4325,1489,MEI2875,4/15/2016,4/22/2016,1
,5761,1489,z004568,3/30/2016,4/6/2016,1
,5761,1489,MEI2778,5/13/2016,5/20/2016,1
,7989,1489,F16.639,4/15/2016,4/29/2016,1
,7989,1489,OKT000641,4/29/2016,5/6/2016,1
,7989,1489,MRT2226,5/13/2016,5/27/2016,1
,7989,1489,OKT000641,5/27/2016,6/3/2016,1
,8593,1489,MRT2048,4/22/2016,4/29/2016,1
,9313,1489,MEI3711,4/22/2016,4/29/2016,1
,11268,1489,J16.104,4/13/2016,4/20/2016,1
,11422,1489,NO16617,5/13/2016,5/20/2016,1
,12234,1489,MRT2119,4/8/2016,4/15/2016,1
,13552,1489,b022440  ,3/30/2016,4/6/2016,1
,13552,1489,Z005926,4/8/2016,4/21/2016,1
,13552,1489,Z005926,4/15/2016,4/22/2016,1
,15204,1489,NO16706,4/22/2016,4/29/2016,1
,18659,1489,OKT000698,10/31/2016,11/7/2016,1
,19122,1489,mei2709,3/30/2016,4/6/2016,1
,19122,1489,MEI2709,4/8/2016,4/15/2016,1
,20686,1489,CBA4489,4/15/2016,4/22/2016,1
,20898,1489,mrt2343,3/30/2016,4/6/2016,1
,20898,1489,MRT2333,4/8/2016,4/21/2016,1
,20898,1489,MRT2333,4/15/2016,4/22/2016,1
,20898,1489,B022344  ,4/29/2016,5/6/2016,1
,20898,1489,MRT2338,5/13/2016,5/20/2016,1
,27111,1489,OKT001678,4/13/2016,4/20/2016,1
,12,1490,199JAN17,9/14/2017,9/22/2017,1
,12,1490,199JAN17,9/22/2017,9/29/2017,1
,53,1490,MRT1719,9/14/2017,9/29/2017,1
,6394,1490,087MEI17AM,2/22/2019,3/1/2019,1
,13160,1490,455FEB17AH,2/26/2019,3/5/2019,1
,15222,1490,1AB1930,9/14/2017,9/29/2017,1
,15230,1490,M16.237,2/22/2019,3/1/2019,1
,18726,1490,N15.730,2/22/2019,3/1/2019,1
,26,1491,Z005110,3/5/2019,3/12/2019,1
,7393,1491,OKT000848,2/18/2019,2/25/2019,1
,7734,1491,MEI2599,10/28/2019,11/4/2019,1
,10453,1491,M16.255,2/18/2019,3/4/2019,1
,10453,1491,Z001696,3/5/2019,3/12/2019,1
,10987,1491,063mei17am,10/28/2019,11/4/2019,1
,29699,1491,z002423,5/2/2019,5/9/2019,1
,29699,1491,z002423,5/10/2019,5/17/2019,1
,29707,1491,N15.294,5/2/2019,5/17/2019,1
,2329,1492,MRT0046,10/15/2019,10/22/2019,1
,5203,1492,163PBA19H,10/22/2019,10/29/2019,1
,7923,1492,382MAR17AM,10/15/2019,10/22/2019,1
,34,1493,OKT000166,9/15/2017,9/22/2017,1
,4842,1493,D15.139,12/5/2017,12/12/2017,1
,7923,1493,382MAR17AM,12/5/2017,12/12/2017,1
,12394,1493,A16.277,9/15/2017,9/22/2017,1
,2746,1494,OKT004123,7/15/2019,7/22/2019,1
,3506,1494,BRC1117,3/25/2019,4/8/2019,1
,3662,1494,119AGU17AH,5/27/2019,6/10/2019,1
,3721,1494,258MAR17AS,11/4/2019,11/11/2019,1
,3763,1494,okt003964,9/21/2018,10/4/2018,1
,4063,1494,MRT0314,9/4/2018,9/19/2018,1
,4076,1494,297FEB17AH,8/23/2018,9/6/2018,1
,4290,1494,MEI.408,12/10/2018,12/17/2018,1
,4691,1494,091FEB17AH,11/1/2018,11/8/2018,1
,5293,1494,okt001949,9/21/2018,10/4/2018,1
,5293,1494,098MAR17AH,10/18/2018,11/1/2018,1
,5736,1494,D15.666,11/4/2019,11/18/2019,1
,6442,1494,MEI.257,10/4/2018,10/18/2018,1
,6442,1494,MEI.257,10/25/2018,11/8/2018,1
,6508,1494,J16.167,9/2/2019,9/16/2019,1
,6508,1494,J16.167,11/18/2019,12/2/2019,0
,6906,1494,J16.757,7/15/2019,7/22/2019,1
,7281,1494,460NOVAH,5/23/2018,5/30/2018,1
,7622,1494,079apr17ah,9/4/2018,9/12/2018,1
,7641,1494,117agu17ah,2/4/2019,2/11/2019,1
,7690,1494,228mar17ah,2/4/2019,2/11/2019,1
,11707,1494,MEI5121,11/4/2019,11/18/2019,1
,11737,1494,MEI2658,3/1/2019,3/8/2019,1
,11945,1494,312PEB17AM,5/16/2018,5/23/2018,1
,12462,1494,123SEP17AS,8/23/2018,8/30/2018,1
,12493,1494,29SEP17SL,2/4/2019,2/18/2019,1
,12493,1494,29sep17sl,4/13/2019,4/22/2019,1
,12493,1494,30sep17sl,5/20/2019,6/2/2019,1
,12835,1494,474AGU17AS,9/2/2019,9/9/2019,1
,12835,1494,474AGU17AS,9/20/2019,10/4/2019,1
,12835,1494,473AGU17AS,11/11/2019,11/25/2019,1
,13570,1494,MEI.315,9/2/2019,9/9/2019,1
,13570,1494,MEI.315,9/20/2019,9/27/2019,1
,14429,1494,MRT1924,3/18/2019,3/25/2019,1
,19145,1494,JUN.051,5/14/2018,5/28/2018,1
,19160,1494,A1456,7/15/2019,7/22/2019,1
,20125,1494,OKT001464,3/1/2019,3/13/2019,1
,20758,1494,033mar17am,5/4/2018,5/11/2018,1
,21084,1494,j16.519,5/20/2019,6/2/2019,1
,26911,1494,OKT000205,8/23/2018,9/6/2018,1
,27391,1494,CBA4477,8/23/2018,9/6/2018,1
,27391,1494,CBA4477,9/7/2018,9/14/2018,1
,30295,1494,OKT004120,3/1/2019,3/13/2019,1
,30295,1494,OKT004120,3/18/2019,3/25/2019,1
,30295,1494,OKT004120,3/25/2019,4/8/2019,1
,30295,1494,OKT004120,4/13/2019,4/29/2019,1
,4061,1495,MEI.705,1/24/2018,1/31/2018,1
,6566,1495,N15.996,4/10/2017,4/17/2017,1
,8825,1495,J16.861,1/17/2018,1/31/2018,1
,11078,1495,MEI.634,4/11/2017,4/18/2017,1
,11078,1495,OKT000215,1/17/2018,1/31/2018,1
,18015,1495,B021658  ,4/11/2017,4/18/2017,1
,19980,1495,d15.62,5/8/2017,5/15/2017,1
,16033,1496,F16.962,9/27/2017,10/4/2017,1
,19575,1496,S021459,10/4/2017,10/11/2017,1
,27908,1496,N15.656,10/4/2017,10/11/2017,1
,145,1497,A1952,2/11/2016,2/18/2016,1
,20150,1497,S021974  ,2/11/2016,2/18/2016,1
,5660,1498,10769,3/10/2016,3/24/2016,1
,17328,1498,Z003856,3/10/2016,3/24/2016,1
,16780,1499,OKT003125,11/17/2017,11/24/2017,1
,29236,1499,2635,11/17/2017,11/24/2017,1
,696,1500,BRC0204,3/26/2019,4/2/2019,1
,1851,1500,MEI4047,3/4/2019,3/11/2019,1
,1851,1500,Z002391,11/2/2018,11/9/2018,1
,1851,1500,Z002391,11/13/2018,11/22/2018,1
,3158,1500,239PEB17AS,10/21/2019,10/28/2019,1
,3745,1500,431mar17am,10/29/2019,11/12/2019,1
,5513,1500,OKT002157,3/26/2019,4/2/2019,1
,6032,1500,236AGU17AS,3/26/2019,4/2/2019,1
,7388,1500,074APR17AM,3/4/2019,3/11/2019,1
,7705,1500,517NOVAH,5/21/2019,5/28/2019,1
,7725,1500,645mar17am,12/5/2018,12/12/2018,1
,7794,1500,045OKT17AH,5/21/2019,5/28/2019,1
,12882,1500,OKT002471,12/5/2018,12/12/2018,1
,17440,1500,1AB2455,3/27/2019,4/4/2019,1
,18434,1500,Z003397,5/23/2019,6/14/2019,1
,18692,1500,211MEI17AH,5/23/2019,6/14/2019,1
,18692,1500,211hd19m,9/3/2019,9/17/2019,1
,18692,1500,195HD19,9/17/2019,9/24/2019,1
,18692,1500,195HD19,9/27/2019,10/11/2019,1
,18692,1500,211mei17ah,10/10/2019,10/17/2019,1
,19712,1500,2235,11/22/2018,11/29/2018,1
,19917,1500,MRT1697,2/18/2019,3/6/2019,1
,19979,1500,OKT004082,5/21/2019,5/28/2019,1
,29755,1500,S020377,9/27/2019,10/11/2019,1
,7295,1501,D15.355,11/4/2016,11/11/2016,1
,9923,1501,MRT0763,3/15/2017,3/22/2017,1
,11179,1501,MRT1693,10/27/2016,11/3/2016,1
,11446,1501,CBA6428,11/4/2016,11/11/2016,1
,11724,1501,OKT003957,3/15/2017,3/22/2017,1
,12114,1501,MRT0963,10/27/2016,11/3/2016,1
,17448,1501,A2755,10/27/2016,11/3/2016,1
,19441,1501,2102,11/4/2016,11/11/2016,1
,8935,1502,mrt1466,4/3/2017,4/10/2017,1
,11416,1502,okt000597,4/3/2017,4/10/2017,1
,19301,1502,12355,4/3/2017,4/10/2017,1
,56,1503,46NOV17SL,4/15/2019,4/22/2019,1
,56,1503,022NOV17AS,4/8/2019,4/15/2019,1
,9773,1503,F16.503,4/8/2019,4/15/2019,1
,9773,1503,MEI3856,4/15/2019,4/22/2019,1
,15994,1503,F16.554,10/23/2019,11/5/2019,1
,20275,1503,12540,4/8/2019,4/15/2019,1
,22,1504,ju.997,11/26/2018,12/10/2018,1
,36,1504,359HDM19,8/19/2019,8/26/2019,1
,36,1504,D15.075,8/20/2019,8/27/2019,1
,36,1504,OKT000302,8/20/2019,8/27/2019,1
,63,1504,A16.903,8/19/2019,8/26/2019,1
,1851,1504,370NOV17AH,2/11/2019,2/18/2019,1
,3667,1504,BRC0020,12/9/2018,12/17/2018,1
,3763,1504,A1485,3/8/2019,3/22/2019,1
,3763,1504,m16.375,2/18/2019,3/3/2019,1
,4091,1504,MEI3337,2/14/2019,2/21/2019,1
,5064,1504,006MEI17AM,11/26/2018,12/10/2018,1
,5387,1504,A16.474,11/26/2019,12/3/2019,0
,5778,1504,MEI3912,8/24/2019,9/8/2019,1
,5778,1504,OKT004477,10/21/2019,11/4/2019,1
,6297,1504,246FEB17AH,11/12/2018,11/19/2018,1
,7680,1504,445MAR17AH,11/5/2018,11/18/2018,1
,7758,1504,232agu17ah,10/5/2019,10/21/2019,1
,8623,1504,184APR17AM,11/5/2018,11/18/2018,1
,8842,1504,F16.050,8/19/2019,8/26/2019,1
,12324,1504,JU.665,2/14/2019,2/21/2019,1
,17803,1504,B020295,10/29/2018,11/5/2018,1
,24509,1504,CBA4212,2/25/2019,3/11/2019,1
,29198,1504,020APR17AH,12/3/2018,12/10/2018,1
,3723,1505,291NOV17AH,12/20/2018,1/4/2019,1
,4420,1505,OKT000314,1/14/2019,1/21/2019,1
,4717,1505,239OKT17AH,12/20/2018,1/4/2019,1
,5017,1505,316PEB17AM,1/14/2019,1/30/2019,1
,5257,1505,337MAR17AS,12/20/2018,1/4/2019,1
,12896,1505,F16.142,12/20/2018,1/4/2019,1
,15204,1505,NO16686,12/20/2018,1/4/2019,1
,45,1506,B023406,12/6/2018,12/13/2018,1
,2036,1506,MEI.198,8/29/2019,9/12/2019,1
,2036,1506,N15.811,10/18/2019,10/31/2019,1
,2335,1506,B022809,12/6/2018,12/13/2018,1
,3658,1506,506MAR17AH,2/7/2019,2/21/2019,1
,4605,1506,N15.791,9/11/2019,9/18/2019,1
,4605,1506,N15.791,9/19/2019,9/26/2019,1
,7339,1506,061JUL17AH,10/18/2019,10/31/2019,1
,7339,1506,160MAR17AM,11/4/2019,11/11/2019,1
,7624,1506,241MAR17AH,10/22/2019,11/5/2019,1
,9602,1506,425PEB17AM,3/4/2019,3/18/2019,1
,10485,1506,M16.838,10/8/2019,10/22/2019,1
,10485,1506,M16.838,11/5/2019,11/19/2019,1
,13479,1506,OKT004203,11/26/2019,12/3/2019,0
,13480,1506,MRT0895,11/12/2019,11/19/2019,1
,14011,1506,z002179,8/28/2019,9/4/2019,1
,14011,1506,mei5137,8/28/2019,9/4/2019,1
,14011,1506,108jul17ah,10/30/2019,11/6/2019,1
,14011,1506,MEI5135,11/13/2019,11/27/2019,0
,15461,1506,OKT003138,10/5/2018,10/12/2018,1
,16812,1506,116ag19n,11/18/2019,12/2/2019,0
,17150,1506,B023448,10/5/2018,10/12/2018,1
,4262,1507,017APR17AH,9/14/2018,9/21/2018,1
,28283,1507,OKT003786,9/14/2018,9/21/2018,1
,4167,1508,CBA5285,8/28/2019,9/11/2019,1
,6548,1508,MEI5212,8/28/2019,9/11/2019,1
,8290,1508,NO16819,8/28/2019,9/11/2019,1
,13951,1508,1AB0539,9/14/2019,9/29/2019,1
,53,1509,A16.024,4/11/2017,4/26/2017,1
,2939,1509,OKT001065,3/14/2017,3/27/2017,1
,3676,1509,10676,3/31/2017,4/12/2017,1
,3720,1509,Z006447,3/31/2017,4/12/2017,1
,7007,1509,OKT002451,3/31/2017,4/12/2017,1
,7019,1509,OKT000920,5/15/2017,5/30/2017,1
,7348,1509,MRT2339,5/15/2017,5/30/2017,1
,8593,1509,M16.077,4/11/2017,4/26/2017,1
,8621,1509,OKT003468,3/31/2017,4/12/2017,1
,9406,1509,Z004598,5/15/2017,5/30/2017,1
,11104,1509,OKT000018,4/11/2017,4/26/2017,1
,11429,1509,Z005933,3/14/2017,3/27/2017,1
,12239,1509,Z006444,4/11/2017,4/26/2017,1
,15349,1509,Z003424,5/15/2017,5/30/2017,1
,18644,1509,OKT002095,3/31/2017,4/12/2017,1
,27340,1509,Z000978,5/15/2017,5/30/2017,1
,27404,1509,Z004355,4/11/2017,4/26/2017,1
,28,1510,1AB0062,3/30/2016,4/6/2016,1
,533,1510,1AB1206,3/14/2016,3/28/2016,1
,17844,1510,N15.357,3/30/2016,4/6/2016,1
,18655,1510,A2955,3/30/2016,4/6/2016,1
,3667,1511,okt000174,10/17/2019,10/31/2019,1
,3667,1511,046JUL17SL,10/17/2019,10/31/2019,1
,3667,1511,046JUL17SL,11/1/2019,11/8/2019,1
,3667,1511,M16.808,11/1/2019,11/8/2019,1
,3667,1511,047JULK17SL,11/18/2019,12/2/2019,0
,5892,1511,564MAR17AM,10/17/2019,10/31/2019,1
,8218,1511,OKT001193,9/12/2019,9/19/2019,1
,15237,1511,N15.913,9/12/2019,9/19/2019,1
,6214,1512,OKT000085,11/26/2018,12/3/2018,1
,11612,1512,OKT001449,11/26/2018,12/3/2018,1
,12661,1512,Z004385,11/26/2018,12/3/2018,1
,12835,1512,473AGU17AS,12/13/2018,12/20/2018,1
,15758,1512,MEI3033,11/26/2018,12/3/2018,1
,19972,1512,MEI.384,4/2/2019,4/9/2019,1
,20743,1512,222NOV17AH,11/26/2018,12/3/2018,1
,19892,1513,065PEB17AM,11/13/2019,11/27/2019,0
,3348,1514,108HDM19,10/7/2019,10/14/2019,1
,3348,1514,108HDM19,11/13/2019,11/27/2019,0
,5964,1514,BRC1188,10/7/2019,10/14/2019,1
,6321,1514,B023866,11/13/2019,11/20/2019,1
,11428,1514,B023846,11/13/2019,11/20/2019,1
,11428,1514,b023846,11/20/2019,11/27/2019,0
,24364,1514,B022796,10/7/2019,10/14/2019,1
,42,1515,D15.47,1/24/2019,2/8/2019,1
,2036,1515,MEI2753,2/11/2019,2/18/2019,1
,4141,1515,OKT004198,1/24/2019,2/8/2019,1
,6293,1515,OKT003743,2/11/2019,2/18/2019,1
,6627,1515,J16.586,2/11/2019,2/18/2019,1
,7027,1515,163MEI17AH,2/14/2019,3/4/2019,1
,7329,1515,390FEB17AH,1/24/2019,2/8/2019,1
,12791,1515,N15.340,2/14/2019,3/4/2019,1
,13259,1515,Z004246,1/24/2019,2/8/2019,1
,19124,1515,OKT002420,1/24/2019,2/8/2019,1
,20821,1515,OKT000037,2/11/2019,2/18/2019,1
,1486,1516,Z004715,4/22/2016,4/29/2016,1
,3878,1516,N15.339,4/22/2016,4/29/2016,1
,7504,1516,MRT0485,4/22/2016,5/6/2016,1
,18,1517,013JUL17AS,10/2/2019,10/9/2019,1
,18,1517,83PB19A,10/9/2019,10/16/2019,1
,18,1517,A95PB19M,9/18/2019,9/25/2019,1
,18,1517,A94PB19M,10/2/2019,10/9/2019,1
,18,1517,A94PB19M,10/17/2019,10/24/2019,1
,18,1517,M16.750,9/18/2019,10/2/2019,1
,30,1517,160JAN17AH,10/24/2019,10/31/2019,1
,30,1517,A131PB19M,10/9/2019,10/16/2019,1
,4568,1517,014JUL17AS,9/18/2019,9/25/2019,1
,5203,1517,163PBA19H,10/24/2019,10/31/2019,1
,5203,1517,163PBA19H,11/4/2019,11/18/2019,1
,9089,1517,A87PB19M,10/17/2019,10/31/2019,1
,12536,1517,172PBA19H,10/9/2019,10/16/2019,1
,19185,1517,170PB19M,10/17/2019,10/24/2019,1
,4387,1518,OKT002291,2/16/2017,3/2/2017,1
,20445,1518,B021310  ,10/31/2016,11/14/2016,1
,26,1519,OKT000958,5/22/2018,5/30/2018,1
,4785,1519,Z002811,10/15/2018,10/22/2018,1
,4785,1519,MEI3617,12/10/2018,12/17/2018,1
,5778,1519,OKT004477,10/10/2017,10/17/2017,1
,5778,1519,okt004477,11/2/2017,11/9/2017,1
,6523,1519,178hda19h,10/22/2019,11/4/2019,0
,9179,1519,308AGU17AS,10/15/2018,10/22/2018,1
,19025,1519,b021567,10/22/2019,11/4/2019,0
,29687,1519,MEI3627,11/7/2017,11/14/2017,1
,3763,1520,OKT003964,11/4/2016,11/11/2016,1
,4995,1520,207APR17AH,11/7/2018,11/14/2018,1
,5142,1520,12452,9/13/2017,9/20/2017,1
,18419,1520,B021716  ,11/4/2016,11/11/2016,1
,29433,1520,OKT003393,9/13/2017,9/20/2017,1
,28,1521,151PEB17AM,9/4/2017,9/5/2017,1
,42,1522,MRT0936,10/22/2019,11/4/2019,1
,45,1522,Z002877,3/14/2019,3/21/2019,1
,1003,1522,B022784,10/3/2018,10/10/2018,1
,3540,1522,nov000384,9/2/2019,9/16/2019,1
,12323,1522,057SEP17AS,2/9/2019,2/25/2019,1
,12392,1522,040agu17ah,9/2/2019,9/9/2019,1
,12400,1522,097SEP17AS,4/29/2019,5/6/2019,1
,12881,1522,JUN.186,3/14/2019,3/21/2019,1
,17150,1522,B022759,12/5/2018,12/12/2018,1
,17846,1522,B021229,10/22/2019,11/4/2019,1
,18068,1522,OKT004330,8/27/2019,8/27/2019,1
,18069,1522,OKT004071,8/27/2019,8/27/2019,1
,19736,1522,MEI.980,2/25/2019,3/4/2019,1
,20454,1522,N15.814,12/6/2018,12/13/2018,1
,26025,1522,Z003973,12/6/2018,12/13/2018,1
,6837,1523,OKT000739,7/23/2019,7/30/2019,0
,7092,1523,N15.428,10/19/2018,11/2/2018,1
,7336,1523,222MAR17AS,7/23/2019,7/30/2019,0
,7571,1523,135MEI17AH,10/19/2018,10/26/2018,1
,8241,1523,OKT001348,10/19/2018,10/26/2018,1
,22,1524,388mar17ah,8/26/2019,9/9/2019,1
,2504,1525,F16.782,2/18/2019,2/25/2019,1
,5851,1525,D15.465,8/30/2018,9/13/2018,1
,7888,1525,NO16725,9/3/2018,9/10/2018,1
,3,1526,F16.195,11/1/2017,11/8/2017,1
,12,1526,J16.341,9/15/2017,9/29/2017,1
,12,1526,z004865,10/12/2017,10/19/2017,1
,28,1526,MEI3508,10/2/2017,10/9/2017,1
,835,1526,NOV00337,2/26/2016,3/4/2016,1
,3740,1526,11152,10/12/2017,10/19/2017,1
,4688,1526,2303,9/15/2017,9/29/2017,1
,4688,1526,no16611,9/15/2017,9/29/2017,1
,4731,1526,A3147,11/1/2017,11/8/2017,1
,4731,1526,M16.856,11/1/2017,11/8/2017,1
,8309,1526,ju.760,10/12/2017,10/19/2017,1
,8698,1526,2368,2/26/2016,3/4/2016,1
,11861,1526,A16.267,11/1/2017,11/8/2017,1
,12756,1526,MEI3039,9/15/2017,9/29/2017,1
,12896,1526,OKT000786,2/26/2016,3/4/2016,1
,15222,1526,D15.549,9/15/2017,9/29/2017,1
,15234,1526,1ab0019,10/12/2017,10/19/2017,1
,15728,1526,1AB0041,10/2/2017,10/9/2017,1
,18581,1526,1ab0015,10/12/2017,10/19/2017,1
,18655,1526,1AB1183,10/2/2017,10/9/2017,1
,41,1527,MEI3713,8/23/2016,8/30/2016,1
,3979,1527,D15.878,7/12/2016,7/26/2016,1
,4076,1527,OKT004000,8/23/2016,8/30/2016,1
,6708,1527,N15.126,7/19/2016,7/26/2016,1
,7017,1527,OKT000621,7/19/2016,7/26/2016,1
,7017,1527,OKT000621,8/10/2016,8/22/2016,1
,7478,1527,D15.263,7/12/2016,7/19/2016,1
,7914,1527,OKT004141,8/8/2016,8/15/2016,1
,8764,1527,MRT0787,8/8/2016,8/22/2016,1
,12424,1527,MRT0328,8/8/2016,8/15/2016,1
,12895,1527,J16.812,7/12/2016,7/26/2016,1
,13257,1527,OKT002723,8/8/2016,8/22/2016,1
,15070,1527,MEI3825,8/10/2016,8/22/2016,1
,18086,1527,MRT1248,7/12/2016,7/19/2016,1
,18086,1527,ABC11365,8/10/2016,8/22/2016,1
,19874,1527,F16.512,8/23/2016,8/30/2016,1
,19925,1527,N15.533,7/12/2016,7/26/2016,1
,21014,1527,Z004103,7/12/2016,7/19/2016,1
,4325,1528,OKT001687,9/15/2017,9/29/2017,1
,4325,1528,2485,10/3/2017,10/15/2017,1
,4325,1528,D15.977,10/17/2017,11/2/2017,1
,4325,1528,2482,12/6/2017,12/20/2017,1
,11712,1528,D15.846,10/3/2017,10/15/2017,1
,12756,1528,MEI3077,10/17/2017,11/2/2017,1
,12756,1528,MEI3922,12/6/2017,12/20/2017,1
,12756,1528,D15.029,9/15/2017,9/29/2017,1
,16774,1528,OKT002721,10/3/2017,10/17/2017,1
,16774,1528,OKT002721,11/7/2017,11/14/2017,1
,4295,1529,D15.378,8/31/2016,9/7/2016,1
,4534,1529,MRT0745,8/31/2016,9/7/2016,1
,12644,1529,A3461,8/31/2016,9/7/2016,1
,22,1530,J16.573,2/20/2019,2/27/2019,1
,22,1530,J16.573,3/4/2019,3/11/2019,1
,103,1530,Z003380,10/25/2017,11/1/2017,1
,1851,1530,604FEB17AH,10/4/2017,10/11/2017,1
,1851,1530,J16.955,10/25/2017,11/1/2017,1
,2036,1530,JU.228,10/25/2017,11/1/2017,1
,7213,1530,MRT0092,2/13/2019,2/20/2019,1
,7624,1530,162JAN17AM,10/4/2017,10/11/2017,1
,7710,1530,F16.359,2/13/2019,2/20/2019,1
,8892,1530,Z001855,9/8/2017,9/15/2017,1
,8892,1530,BRC1147,10/10/2017,10/17/2017,1
,14011,1530,Z002179,9/8/2017,9/15/2017,1
,16727,1530,Z002278,10/10/2017,10/17/2017,1
,17056,1530,M16.570,10/4/2017,10/11/2017,1
,19711,1530,OKT001200,9/8/2017,9/25/2017,1
,15462,1531,MEI.299,8/30/2019,9/12/2019,1
,12967,1532,OKT000408,11/25/2016,12/2/2016,1
,25298,1532,A1929,11/25/2016,12/2/2016,1
